ticker,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_amount,hold_days,exit_reason,source
304100,2023-07-24,2023-07-21,33850.0,32355.0,-0.05822042983531717,-856902.8880000007,-1,SAT1_TRAIL,SAT1
389470,2023-07-25,2023-07-24,15500.0,15210.0,-0.033138983702706626,-487524.3990000004,-1,SAT2_TRAIL,SAT2
226330,2023-07-25,2023-07-24,12057.0,11747.7,-0.03998035412268608,-588033.8089199979,-1,SAT2_TRAIL,SAT2
383310,2023-07-25,2023-07-26,90415.0,92145.6,0.0041547561818156,60873.137220003,1,SAT2_TRAIL,SAT2
195870,2023-07-17,2023-07-27,67700.0,69390.0,0.00989158358410358,146934.8339999982,8,SAT1_TRAIL,SAT1
000680,2023-07-28,2023-07-27,6300.0,5670.0,-0.11323397913561839,-1666503.5309999988,-1,SAT2_TRAIL,SAT2
229640,2023-07-28,2023-07-27,9550.0,8595.0,-0.11323397913561839,-1666361.0684999982,-1,SAT2_TRAIL,SAT2
060370,2023-07-28,2023-07-27,10048.0,9406.800000000001,-0.07757977208653288,-1141576.1801999966,-1,SAT2_TRAIL,SAT2
069540,2023-07-31,2023-07-28,4640.0,4176.0,-0.11323397913561839,-1647276.7919999985,-1,SAT1_TRAIL,SAT1
294630,2023-08-02,2023-08-01,8450.0,7605.0,-0.11323397913561839,-1640068.1894999992,-1,SAT2_TRAIL,SAT2
004830,2023-08-02,2023-08-01,7300.0,6570.0,-0.1132339791356185,-1639834.5509999995,-1,SAT2_TRAIL,SAT2
017370,2023-08-02,2023-08-01,11060.0,9954.0,-0.11323397913561839,-1639921.1681999979,-1,SAT2_TRAIL,SAT2
084370,2023-07-31,2023-08-02,37100.0,34515.0,-0.08335641778574032,-1210810.9304999993,2,SAT1_TRAIL,SAT1
348210,2023-07-31,2023-08-03,89000.0,82800.0,-0.08334298966827969,-1209449.8799999985,3,SAT1_TRAIL,SAT1
007980,2023-08-07,2023-08-04,2025.0,1872.0,-0.08914897609979566,-1272990.9005999987,-1,SAT1_TRAIL,SAT1
277810,2023-08-07,2023-08-04,134000.0,121860.0,-0.1039692595146473,-1472355.9899999995,-1,SAT1_TRAIL,SAT1
004830,2023-08-07,2023-08-04,9180.0,10215.0,0.09638282536064602,1375892.7975000003,-1,SAT2_TRAIL,SAT2
286750,2023-08-07,2023-08-04,3055.0,2893.5,-0.06679124154533989,-953754.766199999,-1,SAT2_TRAIL,SAT2
250060,2023-08-07,2023-08-04,3350.0,4275.0,0.25735480570322755,3674889.487500001,-1,SAT2_TRAIL,SAT2
006380,2023-08-10,2023-08-09,6415.0,8532.0,0.3104507993444019,4443947.457300002,-1,SAT2_TRAIL,SAT2
011330,2023-08-10,2023-08-09,2415.0,2268.0,-0.07467893475021048,-1069163.9909999985,-1,SAT2_TRAIL,SAT2
138610,2023-08-10,2023-08-09,18050.0,17577.0,-0.04052407825587978,-580136.7108000008,-1,SAT2_TRAIL,SAT2
123690,2023-08-14,2023-08-11,10690.0,9621.0,-0.11323397913561828,-1633793.001299997,-1,SAT1_TRAIL,SAT1
003350,2023-08-14,2023-08-11,34600.0,35505.0,0.01106703823988009,159559.11899999907,-1,SAT1_TRAIL,SAT1
123690,2023-08-16,2023-08-14,11600.0,10611.0,-0.09870936327663282,-1418692.1702999992,-1,SAT2_TRAIL,SAT2
048770,2023-08-16,2023-08-14,4460.0,4518.0,-0.001891160372377687,-27183.058799998325,-1,SAT2_TRAIL,SAT2
011330,2023-08-16,2023-08-14,3650.0,3285.0,-0.1132339791356185,-1627770.8264999995,-1,SAT2_TRAIL,SAT2
214450,2023-08-07,2023-08-16,140100.0,142380.0,0.0013303675998941333,18947.196000001975,6,SAT1_TRAIL,SAT1
048530,2023-08-21,2023-08-18,9360.0,10071.0,0.06014014673850743,857788.0398000004,-1,SAT2_TRAIL,SAT2
391710,2023-08-21,2023-08-18,6000.0,5400.0,-0.11323397913561839,-1615182.8399999994,-1,SAT2_TRAIL,SAT2
344860,2023-08-21,2023-08-18,4135.0,4477.5,0.06690712304723068,954558.3090000027,-1,SAT2_TRAIL,SAT2
012320,2023-08-22,2023-08-21,122000.0,118260.0,-0.04490938408541201,-639688.7279999988,-1,SAT1_TRAIL,SAT1
025320,2023-08-22,2023-08-21,3821.0,3438.9,-0.11323397913561839,-1616063.9420699985,-1,SAT1_TRAIL,SAT1
060590,2023-08-22,2023-08-23,14800.0,14310.0,-0.04732569380110352,-675364.1339999982,1,SAT1_TRAIL,SAT1
079980,2023-08-24,2023-08-23,9400.0,9846.0,0.03204470938897175,454160.9436000004,-1,SAT2_TRAIL,SAT2
391710,2023-08-24,2023-08-23,4700.0,5580.0,0.16977645305514155,2406998.5919999983,-1,SAT2_TRAIL,SAT2
214680,2023-08-24,2023-08-23,5070.0,4860.0,-0.05551548073616164,-786987.9539999991,-1,SAT2_TRAIL,SAT2
005360,2023-08-29,2023-08-28,4555.0,4707.0,0.018174816491924428,258888.91080000132,-1,SAT1_TRAIL,SAT1
248170,2023-08-29,2023-08-28,37500.0,38475.0,0.010913263785395033,155289.12750000044,-1,SAT1_TRAIL,SAT1
356680,2023-08-29,2023-08-28,6350.0,5715.0,-0.1132339791356185,-1613148.4755,-1,SAT1_TRAIL,SAT1
900290,2023-08-29,2023-08-28,4700.0,4230.0,-0.11323397913561839,-1609655.294999999,-1,SAT2_TRAIL,SAT2
046970,2023-08-29,2023-08-28,2745.0,2614.5,-0.06154634221820454,-874870.4632499991,-1,SAT2_TRAIL,SAT2
294140,2023-08-29,2023-08-28,9936.0,8942.4,-0.11323397913561839,-1609148.8123199989,-1,SAT2_TRAIL,SAT2
900290,2023-09-01,2023-08-31,3675.0,3915.0,0.04964141245171705,699400.9620000015,-1,SAT2_TRAIL,SAT2
096610,2023-09-01,2023-08-31,16030.0,15570.0,-0.04297865496233311,-605360.8979999996,-1,SAT2_TRAIL,SAT2
323990,2023-09-01,2023-08-31,33275.0,32834.700000000004,-0.027742006335229497,-390228.5141999968,-1,SAT2_TRAIL,SAT2
217270,2023-09-05,2023-09-04,13190.0,12816.0,-0.04264229438144085,-600074.2679999978,-1,SAT1_TRAIL,SAT1
054450,2023-09-05,2023-09-04,23400.0,22770.0,-0.041231609920134416,-579741.3269999981,-1,SAT1_TRAIL,SAT1
351330,2023-09-05,2023-09-04,12600.0,11943.0,-0.066080547867433,-930209.8589999988,-1,SAT1_TRAIL,SAT1
048870,2023-09-06,2023-09-05,3815.0,4005.0,0.03436665605412803,481657.6500000009,-1,SAT2_TRAIL,SAT2
000490,2023-09-06,2023-09-05,15800.0,15687.0,-0.021751155464166394,-304739.7500999994,-1,SAT2_TRAIL,SAT2
376930,2023-09-06,2023-09-05,3824.0,3491.1,-0.10047976073929499,-1408478.4174599994,-1,SAT2_TRAIL,SAT2
008830,2023-09-11,2023-09-08,10320.0,10206.0,-0.025588500329255193,-357487.28100000066,-1,SAT2_TRAIL,SAT2
032580,2023-09-11,2023-09-08,2240.0,2344.5,0.03126137694272946,437050.5106499998,-1,SAT2_TRAIL,SAT2
067080,2023-09-11,2023-09-08,12370.0,12915.0,0.028705933662399152,401003.3610000017,-1,SAT2_TRAIL,SAT2
054450,2023-09-12,2023-09-11,29450.0,26505.0,-0.1132339791356185,-1584228.5879999998,-1,SAT1_TRAIL,SAT1
000100,2023-09-12,2023-09-11,77523.0,69770.7,-0.1132339791356185,-1581518.0394900008,-1,SAT1_TRAIL,SAT1
317830,2023-09-12,2023-09-11,19140.0,17667.0,-0.09053202771328062,-1266177.4685999998,-1,SAT1_TRAIL,SAT1
038870,2023-09-14,2023-09-13,7930.0,7551.0,-0.061794840472615076,-856226.9687999976,-1,SAT2_TRAIL,SAT2
950130,2023-09-14,2023-09-13,9855.0,10140.300000000001,0.013819660789344379,191497.97997000406,-1,SAT2_TRAIL,SAT2
024060,2023-09-14,2023-09-13,7790.0,8010.0,0.013121641295634978,181792.4940000009,-1,SAT2_TRAIL,SAT2
214610,2023-09-19,2023-09-18,41562.0,43822.8,0.03889156171330699,538509.7785600013,-1,SAT1_TRAIL,SAT1
058850,2023-09-19,2023-09-18,4795.0,4315.5,-0.11323397913561839,-1567868.7643499991,-1,SAT1_TRAIL,SAT1
078520,2023-09-19,2023-09-18,14300.0,13437.0,-0.07416666492970503,-1023710.5388999983,-1,SAT2_TRAIL,SAT2
058430,2023-09-19,2023-09-18,82500.0,77130.0,-0.07883820620512128,-1086707.2140000006,-1,SAT2_TRAIL,SAT2
282720,2023-09-19,2023-09-18,17050.0,17082.0,-0.01285518615800807,-177366.90239999915,-1,SAT2_TRAIL,SAT2
042370,2023-09-22,2023-09-21,11790.0,11250.0,-0.05983246303606715,-821481.5700000003,-1,SAT2_TRAIL,SAT2
000400,2023-09-22,2023-09-21,2775.0,2731.5,-0.03014959519877547,-413971.1981999987,-1,SAT2_TRAIL,SAT2
069410,2023-09-22,2023-09-22,6860.0,6669.0,-0.04213757804590845,-578394.0875999974,0,SAT2_TRAIL,SAT2
026940,2023-09-26,2023-09-25,4400.0,4257.0,-0.046726527570789655,-638802.4796999978,-1,SAT1_TRAIL,SAT1
330350,2023-09-27,2023-09-26,10770.0,10575.0,-0.032544034804411814,-443794.0949999979,-1,SAT2_TRAIL,SAT2
004270,2023-09-27,2023-09-26,2630.0,2502.0,-0.0626579703410719,-855016.5479999986,-1,SAT2_TRAIL,SAT2
010660,2023-09-27,2023-09-26,4400.0,4815.0,0.07822686627828213,1067367.7755000016,-1,SAT2_TRAIL,SAT2
002380,2023-09-19,2023-09-27,265500.0,244350.0,-0.09319406905958716,-1270096.604999999,6,SAT1_TRAIL,SAT1
067730,2023-10-06,2023-10-05,4275.0,4261.5,-0.01781588098412923,-242699.0696999965,-1,SAT2_TRAIL,SAT2
290120,2023-10-06,2023-10-05,4330.0,4518.0,0.028075155828913623,382483.60560000245,-1,SAT2_TRAIL,SAT2
129920,2023-10-12,2023-10-11,9980.0,8982.0,-0.11323397913561839,-1542342.3335999993,-1,SAT2_TRAIL,SAT2
065450,2023-10-12,2023-10-11,5000.0,4698.0,-0.0742162742175857,-1011046.6338000008,-1,SAT2_TRAIL,SAT2
000680,2023-10-17,2023-10-16,6770.0,6093.0,-0.1132339791356185,-1534666.4541,-1,SAT2_TRAIL,SAT2
117580,2023-10-17,2023-10-16,12670.0,11628.0,-0.09573662276497164,-1297782.046199999,-1,SAT2_TRAIL,SAT2
003280,2023-10-20,2023-10-19,2355.0,2295.0,-0.039807493331561306,-535281.5879999987,-1,SAT2_TRAIL,SAT2
110020,2023-10-20,2023-10-19,8310.0,8469.0,0.004147804612975925,55750.526100000985,-1,SAT2_TRAIL,SAT2
195940,2023-09-26,2023-10-20,41100.0,39240.0,-0.05929444015360008,-809437.8599999989,13,SAT1_TRAIL,SAT1
044960,2023-10-24,2023-10-23,7600.0,6840.0,-0.11323397913561839,-1519265.6879999992,-1,SAT1_TRAIL,SAT1
036480,2023-10-25,2023-10-24,16450.0,16992.0,0.01775942090696203,237585.45120000152,-1,SAT2_TRAIL,SAT2
003070,2023-10-25,2023-10-24,16830.0,15993.0,-0.063705752183003,-852518.1509999996,-1,SAT2_TRAIL,SAT2
145020,2023-10-10,2023-10-26,144000.0,134550.0,-0.07936444361649264,-1081259.9099999985,12,SAT1_TRAIL,SAT1
002720,2023-10-30,2023-10-27,5430.0,5769.0,0.046808507134564525,625741.3457999995,-1,SAT2_TRAIL,SAT2
308170,2023-10-30,2023-10-27,15260.0,14040.0,-0.09347641379525862,-1249078.1399999983,-1,SAT2_TRAIL,SAT2
006650,2023-10-31,2023-10-30,157600.0,146700.0,-0.08284986420752405,-1103928.8399999985,-1,SAT1_TRAIL,SAT1
199800,2023-11-02,2023-11-01,43500.0,39150.0,-0.1132339791356185,-1507139.2799999998,-1,SAT2_TRAIL,SAT2
315640,2023-11-07,2023-11-06,11742.0,10795.5,-0.09412719977275952,-1243691.8766999992,-1,SAT1_TRAIL,SAT1
003720,2023-11-07,2023-11-06,5550.0,5553.0,-0.014171829057074925,-187383.31829999943,-1,SAT1_TRAIL,SAT1
066790,2023-11-07,2023-11-06,3530.0,3685.5,0.028698825903581415,379718.96340000146,-1,SAT2_TRAIL,SAT2
185750,2023-11-07,2023-11-06,122160.0,109944.0,-0.11323397913561839,-1489715.5463999992,-1,SAT2_TRAIL,SAT2
194700,2023-11-02,2023-11-07,13320.0,12213.0,-0.09659047273801369,-1284588.3167999992,3,SAT2_TRAIL,SAT2
052790,2023-11-10,2023-11-09,13740.0,12366.0,-0.1132339791356185,-1486084.4622,-1,SAT2_TRAIL,SAT2
059120,2023-11-10,2023-11-09,6183.0,6095.7,-0.028616163785467164,-375578.75528999825,-1,SAT2_TRAIL,SAT2
215200,2023-10-17,2023-11-10,57900.0,57870.0,-0.015214937105703985,-205707.6719999988,18,SAT1_TRAIL,SAT1
032300,2023-11-14,2023-11-13,23650.0,23580.0,-0.01762072952867666,-229852.57199999917,-1,SAT1_TRAIL,SAT1
199800,2023-11-14,2023-11-13,49500.0,49950.0,-0.005747188727814656,-75019.76999999977,-1,SAT1_TRAIL,SAT1
241690,2023-11-15,2023-11-14,4635.0,4329.0,-0.07975306141150473,-1041018.8435999986,-1,SAT2_TRAIL,SAT2
200230,2023-11-15,2023-11-14,3021.0,3003.3,-0.02047725533782141,-267298.8797699988,-1,SAT2_TRAIL,SAT2
032790,2023-11-20,2023-11-17,2425.0,2187.0,-0.11140559558744434,-1449848.647199998,-1,SAT2_TRAIL,SAT2
007980,2023-11-20,2023-11-17,2885.0,2596.5,-0.11323397913561839,-1473697.0628999996,-1,SAT2_TRAIL,SAT2
383930,2023-11-20,2023-11-17,6950.0,6255.0,-0.11323397913561839,-1473290.1899999992,-1,SAT2_TRAIL,SAT2
163730,2023-11-21,2023-11-20,13570.0,13266.0,-0.03677736569336887,-473680.9703999997,-1,SAT1_TRAIL,SAT1
383930,2023-11-21,2023-11-20,6970.0,6831.0,-0.034353787896605925,-442480.22279999853,-1,SAT1_TRAIL,SAT1
383930,2023-11-23,2023-11-22,6850.0,7470.0,0.07447561652180545,956088.5880000003,-1,SAT2_TRAIL,SAT2
376980,2023-11-23,2023-11-22,12190.0,11925.0,-0.03612389036480257,-463600.2749999977,-1,SAT2_TRAIL,SAT2
370090,2023-11-21,2023-11-23,35550.0,33570.0,-0.06958164336873607,-896294.1599999995,2,SAT1_TRAIL,SAT1
115610,2023-11-28,2023-11-27,3123.0,2941.2000000000003,-0.07206168549958392,-924166.756799997,-1,SAT1_TRAIL,SAT1
163730,2023-11-23,2023-11-27,13180.0,12960.0,-0.0311509331982478,-400014.3839999994,2,SAT2_TRAIL,SAT2
004830,2023-11-28,2023-11-27,9550.0,10287.0,0.0613335726156945,785860.6857000029,-1,SAT2_TRAIL,SAT2
094860,2023-11-28,2023-11-27,2240.0,2286.0,0.005529327230147096,70845.4146000017,-1,SAT2_TRAIL,SAT2
396270,2023-11-28,2023-11-28,16800.0,15534.9,-0.0889006972535662,-1139455.6698600007,0,SAT1_TRAIL,SAT1
011420,2023-12-01,2023-11-30,2770.0,2695.5,-0.04120424819898083,-526484.2699499974,-1,SAT2_TRAIL,SAT2
229640,2023-12-01,2023-11-30,16640.0,15480.0,-0.08339089189499027,-1065639.3720000002,-1,SAT2_TRAIL,SAT2
060250,2023-12-01,2023-11-30,12240.0,11574.0,-0.06831609245784742,-872764.2953999983,-1,SAT2_TRAIL,SAT2
200710,2023-11-28,2023-12-04,29300.0,27135.0,-0.08750868501497933,-1120010.9969999986,4,SAT1_TRAIL,SAT1
003530,2023-12-05,2023-12-04,3670.0,3303.0,-0.11323397913561839,-1437175.3763999993,-1,SAT1_TRAIL,SAT1
124500,2023-12-05,2023-12-04,5220.0,5202.0,-0.01810199222296438,-229682.43899999798,-1,SAT1_TRAIL,SAT1
253840,2023-12-06,2023-12-05,10280.0,10080.0,-0.03387359594542072,-427940.96399999823,-1,SAT2_TRAIL,SAT2
094480,2023-12-06,2023-12-05,12050.0,12753.0,0.04277796810359247,540096.9291000019,-1,SAT2_TRAIL,SAT2
000240,2023-12-06,2023-12-07,21200.0,21375.0,-0.006571085116553577,-83005.79999999871,1,SAT2_TRAIL,SAT2
091440,2023-12-11,2023-12-08,8500.0,8820.0,0.022389059349522178,282910.4879999998,-1,SAT2_TRAIL,SAT2
290690,2023-12-11,2023-12-08,11743.0,11694.6,-0.01876541981505797,-237098.512919999,-1,SAT2_TRAIL,SAT2
363280,2023-12-11,2023-12-08,6660.0,6858.0,0.014588149997986077,184331.51099999974,-1,SAT2_TRAIL,SAT2
200350,2023-12-12,2023-12-11,14560.0,13617.0,-0.07851855112101014,-991869.8681999994,-1,SAT1_TRAIL,SAT1
052600,2023-12-12,2023-12-11,5600.0,5661.0,-0.003971737279114151,-50212.470899998225,-1,SAT1_TRAIL,SAT1
323280,2023-12-14,2023-12-13,4095.0,4245.3,0.021459174705076522,270646.3206000021,-1,SAT2_TRAIL,SAT2
253590,2023-12-14,2023-12-13,7240.0,6516.0,-0.11323397913561839,-1428322.1867999993,-1,SAT2_TRAIL,SAT2
177350,2023-12-14,2023-12-13,4830.0,4347.0,-0.11323397913561839,-1427932.409399999,-1,SAT2_TRAIL,SAT2
073110,2023-12-19,2023-12-18,9120.0,8208.0,-0.11323397913561839,-1418789.7359999986,-1,SAT1_TRAIL,SAT1
014190,2023-12-19,2023-12-18,2575.0,2497.5,-0.04435894838887022,-554254.701749998,-1,SAT2_TRAIL,SAT2
066670,2023-12-19,2023-12-18,6760.0,6084.0,-0.11323397913561839,-1414522.699199999,-1,SAT2_TRAIL,SAT2
028300,2023-12-19,2023-12-19,44400.0,44955.0,-0.002388226527570758,-29883.41999999917,0,SAT1_TRAIL,SAT1
253590,2023-12-19,2023-12-19,6870.0,6642.0,-0.04740418719372108,-592304.9651999995,0,SAT2_TRAIL,SAT2
321820,2023-12-22,2023-12-21,22200.0,26865.0,0.19234079832440498,2389532.5980000016,-1,SAT2_TRAIL,SAT2
136480,2023-12-22,2023-12-21,4710.0,5670.0,0.18612015529630654,2313453.5280000013,-1,SAT2_TRAIL,SAT2
014130,2023-12-22,2023-12-21,7360.0,8766.0,0.17351916348085283,2156904.891600002,-1,SAT2_TRAIL,SAT2
383930,2023-12-28,2023-12-27,20000.0,18000.0,-0.11323397913561839,-1429183.7999999986,-1,SAT2_TRAIL,SAT2
020400,2023-12-28,2023-12-27,11150.0,11853.0,0.04741780222277181,599195.3826000018,-1,SAT2_TRAIL,SAT2
082850,2023-12-28,2023-12-27,3405.0,3199.5,-0.07416939671868517,-937446.6347999979,-1,SAT2_TRAIL,SAT2
068270,2023-12-12,2024-01-02,164302.0,199537.2,0.1965960301992693,2470841.9462400023,12,SAT1_TRAIL,SAT1
304360,2023-12-27,2024-01-02,11180.0,10791.0,-0.04898706706941558,-619037.2419000003,2,SAT1_TRAIL,SAT1
348150,2024-01-04,2024-01-03,12600.0,12735.0,-0.004147682918174578,-52337.49749999865,-1,SAT2_TRAIL,SAT2
068760,2024-01-04,2024-01-03,120001.0,112122.90000000001,-0.07938935804447012,-997227.5632799969,-1,SAT2_TRAIL,SAT2
025950,2024-01-04,2024-01-03,25750.0,25605.0,-0.020252687627508537,-255099.69899999947,-1,SAT2_TRAIL,SAT2
117580,2024-01-05,2024-01-04,9480.0,9297.0,-0.033724367560225565,-423790.9766999989,-1,SAT1_TRAIL,SAT1
298380,2023-12-27,2024-01-08,24850.0,22770.0,-0.0971758419368669,-1227410.579999998,6,SAT1_TRAIL,SAT1
047560,2024-01-09,2024-01-08,24500.0,23085.0,-0.07161026795218828,-897054.5939999989,-1,SAT2_TRAIL,SAT2
413640,2024-01-09,2024-01-08,14650.0,14940.0,0.004799723300254799,60157.05000000089,-1,SAT2_TRAIL,SAT2
041020,2024-01-09,2024-01-08,6620.0,6237.0,-0.07170868208607795,-898736.3450999996,-1,SAT2_TRAIL,SAT2
146320,2024-01-05,2024-01-10,25750.0,24300.0,-0.07018708491890091,-880427.4599999994,3,SAT1_TRAIL,SAT1
323410,2024-01-12,2024-01-11,29700.0,27720.0,-0.08039079317767839,-999700.4160000001,-1,SAT1_TRAIL,SAT1
389140,2024-01-12,2024-01-11,11981.0,12750.300000000001,0.048561407026600056,604335.0823200012,-1,SAT2_TRAIL,SAT2
264850,2024-01-12,2024-01-11,5940.0,6246.0,0.036053229764109185,448771.3524000004,-1,SAT2_TRAIL,SAT2
214420,2024-01-12,2024-01-11,6250.0,5832.0,-0.08060098956780926,-1002906.5268000001,-1,SAT2_TRAIL,SAT2
008930,2024-01-17,2024-01-16,53500.0,50580.0,-0.0684813014471356,-848139.7199999996,-1,SAT2_TRAIL,SAT2
032500,2024-01-17,2024-01-16,18000.0,17766.0,-0.02751326378539498,-341443.5930000001,-1,SAT2_TRAIL,SAT2
088800,2024-01-17,2024-01-16,8565.0,8665.2,-0.003177670883564798,-39419.476739996986,-1,SAT2_TRAIL,SAT2
084730,2024-01-12,2024-01-17,19100.0,17343.0,-0.10534129727452168,-1312262.791199998,3,SAT1_TRAIL,SAT1
274090,2024-01-19,2024-01-18,13980.0,14310.0,0.008553628880090702,105432.73200000156,-1,SAT1_TRAIL,SAT1
405100,2024-01-22,2024-01-19,26050.0,26100.0,-0.01281325892256946,-157898.8499999991,-1,SAT2_TRAIL,SAT2
300080,2024-01-22,2024-01-19,17610.0,15909.300000000001,-0.10986013907895098,-1355259.684239999,-1,SAT2_TRAIL,SAT2
051370,2024-01-22,2024-01-19,17770.0,15993.0,-0.11323397913561828,-1397420.3609999975,-1,SAT2_TRAIL,SAT2
099320,2024-01-12,2024-01-24,37200.0,34425.0,-0.0882042930628334,-1096439.129999999,8,SAT1_TRAIL,SAT1
411080,2024-01-25,2024-01-24,12460.0,12060.0,-0.04633509794681279,-567141.8879999998,-1,SAT2_TRAIL,SAT2
077500,2024-01-25,2024-01-24,8780.0,9162.0,0.028163791845034813,344706.27900000144,-1,SAT2_TRAIL,SAT2
089890,2024-01-25,2024-01-24,17460.0,15714.0,-0.11323397913561839,-1384981.6751999985,-1,SAT2_TRAIL,SAT2
115450,2024-01-26,2024-01-25,4591.0,4355.1,-0.06533200283974228,-796080.8447099973,-1,SAT1_TRAIL,SAT1
114840,2024-01-26,2024-01-25,17279.0,15888.6,-0.09398881113838808,-1144212.2159999995,-1,SAT1_TRAIL,SAT1
115450,2024-01-30,2024-01-29,6382.0,5967.0,-0.07877487960970697,-953827.1534999987,-1,SAT2_TRAIL,SAT2
085670,2024-01-30,2024-01-29,12340.0,12042.0,-0.03849843118594609,-466204.63499999885,-1,SAT2_TRAIL,SAT2
190510,2024-01-30,2024-01-29,20750.0,21150.0,0.004289228448817628,51866.82000000101,-1,SAT2_TRAIL,SAT2
235980,2024-02-02,2024-02-01,11000.0,9945.0,-0.10920322449532582,-1316648.3714999997,-1,SAT1_TRAIL,SAT1
028260,2024-02-02,2024-02-01,152900.0,137610.0,-0.1132339791356185,-1359229.0140000004,-1,SAT1_TRAIL,SAT1
006220,2024-02-02,2024-02-01,13300.0,14445.0,0.07011989735889657,843852.1935000009,-1,SAT2_TRAIL,SAT2
000370,2024-02-02,2024-02-01,5000.0,5076.0,0.0002720715350224001,3275.1264000002193,-1,SAT2_TRAIL,SAT2
032850,2024-02-02,2024-02-01,8120.0,8595.0,0.04293294325798569,516497.5680000006,-1,SAT2_TRAIL,SAT2
417790,2024-01-26,2024-02-05,12800.0,11547.0,-0.11115562127421752,-1353277.8944999985,6,SAT1_TRAIL,SAT1
084990,2024-02-07,2024-02-06,5970.0,6696.0,0.10511544308726961,1261973.1636000015,-1,SAT2_TRAIL,SAT2
416180,2024-02-07,2024-02-06,37650.0,36810.0,-0.036687111464722366,-439318.3679999999,-1,SAT2_TRAIL,SAT2
457190,2024-02-07,2024-02-06,51700.0,46530.0,-0.11323397913561839,-1355217.269999999,-1,SAT2_TRAIL,SAT2
042700,2024-02-13,2024-02-08,82200.0,73980.0,-0.1132339791356185,-1349040.0960000004,-1,SAT1_TRAIL,SAT1
004380,2024-02-14,2024-02-13,14760.0,13923.0,-0.07057789005609871,-842994.7235999992,-1,SAT2_TRAIL,SAT2
090350,2024-02-14,2024-02-13,11510.0,11322.0,-0.03079786772598425,-367848.0155999978,-1,SAT2_TRAIL,SAT2
007860,2024-02-14,2024-02-13,12510.0,12483.0,-0.01683095848209648,-201115.78109999807,-1,SAT2_TRAIL,SAT2
009310,2024-02-19,2024-02-16,3840.0,4693.5,0.20429291635618485,2438235.2376000006,-1,SAT2_TRAIL,SAT2
066790,2024-02-19,2024-02-16,4900.0,5409.0,0.08764567048876204,1046057.8260000017,-1,SAT2_TRAIL,SAT2
264850,2024-02-19,2024-02-16,8320.0,8316.0,-0.015178121059268634,-181121.4900000008,-1,SAT2_TRAIL,SAT2
303530,2024-02-20,2024-02-19,14700.0,13230.0,-0.11323397913561839,-1363742.2259999989,-1,SAT1_TRAIL,SAT1
139670,2024-02-22,2024-02-21,7030.0,7830.0,0.09742025341680227,1166322.6720000012,-1,SAT2_TRAIL,SAT2
100220,2024-02-22,2024-02-21,7320.0,7578.0,0.02002320979208916,239724.22500000038,-1,SAT2_TRAIL,SAT2
002710,2024-02-22,2024-02-21,83200.0,77310.0,-0.08445671643929842,-1011363.6389999997,-1,SAT2_TRAIL,SAT2
028260,2024-02-13,2024-02-26,154000.0,154530.0,-0.01131346894536156,-135027.12299999903,9,SAT1_TRAIL,SAT1
086980,2024-02-27,2024-02-26,4080.0,4014.0,-0.0306430262119749,-367315.8677999979,-1,SAT1_TRAIL,SAT1
340360,2024-02-27,2024-02-26,3495.0,3852.0,0.08593950480673906,1029670.9254000013,-1,SAT2_TRAIL,SAT2
196170,2024-02-27,2024-02-26,160200.0,145530.0,-0.10493092650580216,-1252020.7259999996,-1,SAT2_TRAIL,SAT2
339950,2024-02-27,2024-02-26,2440.0,2668.5,0.07756608682905397,929407.7845500022,-1,SAT2_TRAIL,SAT2
073240,2024-02-13,2024-02-29,6590.0,6192.0,-0.07421089172277007,-889949.3087999991,12,SAT1_TRAIL,SAT1
330730,2024-03-04,2024-02-29,5740.0,5166.0,-0.11323397913561839,-1357439.6849999994,-1,SAT2_TRAIL,SAT2
307930,2024-03-04,2024-02-29,10200.0,9180.0,-0.11323397913561839,-1356630.4979999985,-1,SAT2_TRAIL,SAT2
174900,2024-03-04,2024-03-05,17550.0,19935.0,0.11919472148980326,1427504.9309999987,1,SAT2_TRAIL,SAT2
067080,2024-03-06,2024-03-06,12020.0,11619.0,-0.04757493100173327,-568660.8875999996,0,SAT1_TRAIL,SAT1
320000,2024-03-07,2024-03-06,4100.0,4086.0,-0.018068845189196936,-215489.3819999984,-1,SAT2_TRAIL,SAT2
033100,2024-03-07,2024-03-06,29850.0,28710.0,-0.05233380014828226,-624210.2459999983,-1,SAT2_TRAIL,SAT2
141080,2024-03-07,2024-03-06,75000.0,69840.0,-0.08249275707898651,-983893.1759999986,-1,SAT2_TRAIL,SAT2
246710,2024-03-12,2024-03-11,6620.0,6288.3,-0.06407338553180753,-759922.7441999997,-1,SAT2_TRAIL,SAT2
078140,2024-03-12,2024-03-11,12220.0,10998.0,-0.1132339791356185,-1342575.7176000006,-1,SAT2_TRAIL,SAT2
053030,2024-03-12,2024-03-11,14800.0,14670.0,-0.023359044588552758,-276976.9559999995,-1,SAT2_TRAIL,SAT2
004560,2024-03-13,2024-03-12,20700.0,19755.0,-0.05968530637810743,-703830.3389999988,-1,SAT1_TRAIL,SAT1
254120,2024-03-13,2024-03-12,2750.0,2511.0,-0.100335564286682,-1183904.5869000002,-1,SAT1_TRAIL,SAT1
170900,2024-03-06,2024-03-13,74185.0,74091.6,-0.01594492280596682,-190490.04479999887,5,SAT1_TRAIL,SAT1
